word,definition,pronunciation
Hesternopothia,Yearning for yesterday or earlier times,hesternopothia
Denehole,Vertical shaft having chambers at the base,tenehole
Ferruginous,Of the colour of rust; impregnated with iron,ferujinous
Eutaxy,Good order,eutaks
Regardant,In profile and looking to the rear,rekartant
Lygophilia,Love of darkness,lkofilia
Gonoph,Pickpocket; thief,konof
Neoterism,"Introduction of new things, especially words",neoterism
Nacreous,Of or resembling mother-of-pearl,nakreous
Branchiferous,Having or bearing gills,brankshiferous
Malacoid,Made of a soft or fleshy substance,malakoit
Quicken,Mountain ash tree,kuiken
Natron,Sodium bicarbonate,natron
Coquillage,Shell-like decoration,kokuilaje
Mendicant,Member of impoverished religious order,mentikant
Decadist,Author who writes works in ten parts,tekatist
Nephrology,Study of the kidneys,nefroloj
Cymophanous,Opalescent; having a wavy or floating light,smofanous
Rupicoline,Rock-dwelling,rupikoline
Enow,Enough,eno
Tritavus,Four-greats grandfather,tritafus
Asyndeton,Rhetorical device of omitting conjunctions,asnteton
Numquid,An inquisitive person,numkuit
Chad,Bits of paper punched out of paper tape or cards,shat
Whiff,To fish with hand line towed behind a boat,wif
Poppyhead,Raised ornament on top of upright end of seats in churches,popheat
Lachrymiform,Shaped like a tear,lakshrmiform
Rationalism,Belief that reason is the fundamental source of knowledge,raxionalism
Bourdon,Drone bass of a bagpipe or organ,bourton
Lockstep,Method of marching in tight formation,lokstep
Tanti,Worthwhile,tanti
Mournival,Set of four things,mournifal
Vortoscope,Device using mirrors to produce abstract photographs,fortoskope
Juglandaceous,"Of, like or pertaining to walnuts",juklantaseous
Dasyphyllous,"Having crowded, thick or woolly leaves",tasflous
Vauntiness,Boastfulness,fauntines
Orchidomania,Abnormal obsession with orchids,orkshitomania
Manubrium,Any handle-like structure,manubrium
Lectern,Desk or stand from which church lessons are read,lektern
Zootype,Animal serving as a type; figure of an animal used to represent a deity,sotpe
Lief,Soon; gladly,lief
Girandole,Branched chandelier or similar structure,jirantole
Digitorium,Silent piano for practicing,tijitorium
Sigla,"Abbreviations, symbols and signs",sikla
Soricine,"Of, like or pertaining to shrews",sorisine
Agrobiology,Study of plant nutrition; soil yields,akrobioloj
Diacatholicon,Panacea,xiakatholikon
Univocalic,Having only one vowel; written passage using only one vowel,unifokalik
Gladiate,Shaped like a sword,klaxiate
Osmesis,Act of smelling,osmesis
Jasper,To marble; to speckle,jasper
Vicereine,Wife of a viceroy,fisereine
Drepaniform,Shaped like a sickle,trepaniform
Iracundulous,Somewhat inclined to become angry,irakuntulous
Defervescence,Abatement of heat; coolness; decrease of fever,teferfessense
Vesper,Evening; the evening star,fesper
Naturism,Communal nudism,naturism
Epistolography,Letter-writing,epistolokraf
Sylvestral,"Of, like or pertaining to trees",slfestral
Gaur,Wild ox,kaur
Antimetabole,Figure in which words or phrases are repeated but in inverse order,antimetabole
Dendrology,Study of trees,tentroloj
Incommode,To cause trouble or inconvenience to,inkomote
Fracedo,Putrefying heat,fraseto
Wadmal,Thick coarse wool,watmal
Sgraffito,Scratching surface of pottery to reveal different colour,skrafito
Outré,Beyond what is proper; extravagant,outre
Technopole,Place where high-technology industries located,tekshnopole
Umbrage,Shade; foliage; offence,umbraje
Pedology,Study of soils,petoloj
Chevet,East end of a church,shefet
Stridulous,Squeaky,stritulous
Talaric,"Of, like or pertaining to or reaching the ankles",talarik
Stalactiform,Shaped like a stalactite or icicle,stalaktiform
Scissel,Metal clippings; scrap metal,ssisel
Matricular,"Of, like or pertaining to a register",matrikular
Geogeny,Science of the formation of the earth's crust,jeojen
Comate,Hairy,komate
Jejunator,One who fasts,jejunator
Stope,Steplike excavation in mining,stope
Cupel,Goldsmith's vessel for assaying metal,kupel
Filoselle,Coarse floss silk,filosele
Opsonium,Anything eaten with bread as a relish,opsonium
Frigorific,Causing cold; freezing,frikorifik
Camerlengo,Papal treasurer,kamerlenko
Hircosity,Goatishness,hirkosit
Eirenicon,"Peace-making message, proposition for peace",eirenikon
Remuant,Restless; fidgety,remuant
Opsomania,Abnormal love for one kind of food,opsomania
Forfend,To ward off or avert,forfent
Kerf,"Cut, notch or groove; quantity of something cut at the same time",kerf
Urbiculture,Cultivation or development of urban life,urbikulture
Nauseant,Producing nausea,nauseant
Hydrospace,Regions beneath the oceans' surface,htrospase
Damask,Fine lustrous fabric with flat patterns and a satin weave,tamask
Omniparity,General equality,omniparit
Stallenger,Keeper of a stall,stalenjer
Zurna,Turkish bagpipe or shawm,surna
Bailivate,Office of a bailiff,bailifate
Maidan,Open plain; open space near a town,maitan
Zoophytology,Study of plant-like animals,softoloj
Bahuvrihi,Compound word whose second part is a noun but that acts as an adjective,bahufrihi
Quattrocentism,Style of art of the fifteenth century in Italy,kuatrosentism
Whilom,Formerly; once; former,wilom
Ingle,A fire in a room; a fireplace,inkle
Toreutics,Artistic work in metal by chasing and embossing,toreutiks
Whipjack,Whining beggar who pretends to be a sailor,wipjak
Binotonous,Consisting or comprised of two musical tones,binotonous
Mainpernor,One who gives mainprise,mainpernor
Isabelline,Greyish yellow,isabeline
Fleshling,A sensualist,flekshlink
Fustilarian,A term of abuse,fustilarian
Relict,Left behind; surviving,relikt
Capriform,Goatlike,kapriform
Isomagnetic,Line connecting points of equal magnetic induction,isomaknetik
Diurnation,Hibernating or sleeping during daylight,tiurnaxion
Tinctorial,"Of, like or pertaining to dyeing; giving colour",tinktorial
Etiolate,To become pale; to make pale by depriving of light,exiolate
Hent,To grasp; to seize,hent
Antepone,To put before; to prefer,antepone
Semon,Sub-element of a grammatical unit of meaning,semon
Barcarole,Gondolier's song,barkarole
Deleterious,Harmful to body or mind,teleterious
Verticillated,Whorled,fertisilatet
Vinea,Protective frame for siege weaponry,finea
Erg,Unit of work measuring force of one dyne applied over one centimeter,erk
Hypobulic,Weak-willed; lacking willpower,hpobulik
Necrographer,Obituary writer,nekrokrafer
Yieldless,Unyielding,yieltles
Tocodynamometer,Instrument for measuring uterine contractions during childbirth,tokotnamometer
Toxiphagous,Poison-eating,toksifakous
Rittmaster,Captain of a troop of horse,ritmaster
Proscenium,Part of the stage in front of the curtain,prossenium
Ossify,To change into bone; to become callous or conventional,osif
Choragus,Leader of a choir or organizer of musical festivals,shorakus
Naupegical,Of or relating to shipbuilding,naupejikal
Rubashka,Russian peasant shirt,rubakshka
Bullace,Wild plum,bulase
Refocillate,To refresh; to cherish,refosilate
Wortle,Perforated plate through which wire drawn to make thinner,wortle
Advowson,Right of presentation to church living,atfoson
Psilosis,Loss of hair,psilosis
Starbolins,Sailors of the starboard watch,starbolins
Crenel,Open space on a parapet used for launching projectiles at enemies,krenel
Xanthochroic,Having yellow skin,santhokshroik
Cenophobia,Fear of empty spaces,senofobia
Futtock,Rib of a ship,futok
Hagiolatry,Worship or reverence for saints,hajiolatr
Braccate,Having feathered legs or feet,brakkate
Contra,Against,kontra
Iridology,Study of the iris; diagnosis of disease based on the iris of the eye,iritoloj
Inconcinnity,Lack of congruousness or proportion,inkonsinit
Klopemania,Kleptomania,klopemania
Semolina,Hard grains of wheat that resist grinding,semolina
Catafalque,Temporary tomb used in funerals and processions,katafalkue
Iopterous,Having violet-coloured wings,iopterous
Yang-chin,Chinese hammered dulcimer,"yank,shin"
Zoodikers,An exclamation,sotikers
Jubbah,Long loose outer garment worn by Muslims,juba
Sternutation,Sneezing,sternutaxion
Xenolith,Fragment of extraneous rock embedded in magma or another rock,senolith
Kapnography,Process for producing designs on smoked glass,kapnokraf
Uniphonous,Producing only one variety of musical note,unifonous
Orarium,Book of private devotions,orarium
Tandem,One behind the other,tantem
Abradant,A substance that abrades,abratant
Hank,Series of rings or clips for attaching a jib or staysail to a stay,hank
Havier,Castrated deer,hafier
Corium,Skin layer,korium
Campaniform,Bell-shaped,kampaniform
Jailage,Fee paid to jailer,jailaje
Micrograph,Instrument used to write on a very small scale,mikrokraf
Jellygraph,Old device for copying that used a plate of jelly,jelkraf
Vinomadefied,Soaked with wine,finomatefiet
Kenotism,Doctrine that Christ rid himself of divinity in becoming human,kenotism
Kymatology,Study of wave motion,kmatoloj
Apocalypticism,Doctrine of the imminent end of the world,apokalptisism
Koniology,Study of atmospheric pollutants and dust,konioloj
Varia,Miscellany,faria
Bonzoline,Artificial ivory-like substance used to make billiard balls,bonsoline
Somatotrophic,Promoting growth of the body,somatotrofik
Kreng,Whale carcass after blubber is removed,krenk
Zooculture,Domestication of animals,sokulture
Spadiceous,Shaped like a palm branch,spatiseous
Psychism,Belief in universal soul,pskshism
Galimatias,Nonsense; confused mixture of unrelated things,kalimaxias
Ivresse,Drunkenness,ifrese
Pogonology,Book or treatise on beards,pokonoloj
Unzymotic,Fabulous,unsmotik
Annodated,Shaped like the letter S,anotatet
Archimandrite,Head of a monastery or convent,arkshimantrite
Grosgrain,Heavy close-woven corded silk,kroskrain
Promulgate,Make known; disseminate,promulkate
Lithology,Study of rocks,litholoj
Onomasticon,Dictionary of proper names,onomastikon
Virilocal,Of a system of residence of a woman with her husband's kin after marriage,firilokal
Mucopurulent,Of mucus and pus,mukopurulent
Fipple,Plug in the mouthpiece of a wind instrument,fiple
Legatine,"Of, like or pertaining to a legate",lekatine
Geochronology,Study of measuring geological time,jeokshronoloj
Inveigle,To entice; to wheedle,infeikle
Qat,Leaves chewed or brewed in tea as a stimulant,kat
Micropyle,Microscopic orifice,mikrople
Oose,Furry dust that gathers under beds,ose
Janitrix,A female janitor,janitriks
Threpsology,Science of nutrition,threpsoloj
Diacope,Deep wound or incision,xiakope
Virgular,Having letters of the alphabet shaped like twigs or thin strokes,firkular
Statuvolism,Mesmerism; hypnotism,statufolism
Gallipot,Small medicine jar,kalipot
Areometer,Instrument used for measuring specific gravity,areometer
Carnificine,Place of execution; office of the executioner,karnifisine
Nepionic,"Of, like or pertaining to the embryonic period of development",nepionik
Gilliver,Wallflower,jilifer
Sociobiology,Study of biological basis of human behaviour,soksiobioloj
Krypsis,Doctrine that Christ secretly exercised divine powers,krpsis
Otorhinolaryngology,"Study of ear, nose and throat",otorhinolarnkoloj
Rudicle,Small spatula or spoon,rutikle
Moonraker,"Topmost sail of a ship, above the skyscraper",monraker
Mecate,Old Mexican measure of about one-tenth of an acre,mekate
Liripipe,Long tail of a graduate's hood; a part or lesson committed to memory,liripipe
Matins,Prayer service held in early morning hours,matins
Wirble,To whirl; to turn round and round,wirble
Fathometer,Instrument for measuring underwater depth using sound,fathometer
Reflexology,Study of reflexes,refleksoloj
Insufflate,To disseminate by blowing; to breathe upon,insuflate
Quaquadrate,A sixteenth power,kuakuatrate
Écuelle,Two-handled soup or porridge bowl,ekuele
Sitatunga,Medium-sized east African antelope with elongated hooves,sitatunka
Binnacle,Case in which a ship's compass is kept,binakle
Deprehend,To catch; to seize,teprehent
Erythrophobia,Fear of red lights or of blushing,erthrofobia
Doulocracy,Government by slaves,toulokras
Vergence,Simultaneous movement of eyes toward or away from one another,ferjense
Kneelet,Knee armour,nele
Venery,Pursuit of sexual gratification; hunting; pursuit of game,fener
Mecometer,Instrument for measuring length,mekometer
Senectitude,Old age,senektitute
Wuffler,Agricultural machine for turning and fluffing bales of hay,wufler
Triturate,To rub or grind into a fine powder,triturate
Ibex,Wild mountain goat with recurved horns,ibeks
Kebbie,A shepherd's crook,kebie
Kob,African water antelope,kob
Scapegrace,Scoundrel; incorrigible man or boy,skapekrase
Abiturient,Pupil leaving school for university,abiturient
Theriomorph,Animal form in art,theriomorf
Nubiferous,Cloud-bringing,nubiferous
Ecaudate,Tailless,ekautate
Empanoply,To clothe in full armor,empanopl
Ephemeron,Insect that lives for only one day,efemeron
Rhizophagous,Root-eating,rhisofakous
Poikilothermic,Cold-blooded,poikilothermik
Fissicostate,Having divided ribs,fisikostate
Anacathartic,Causing vomiting or expectoration,anakathartik
Villanelle,Poem consisting of five tercets and a quatrain,filanele
Broma,Food; aliment,broma
Exosculate,To kiss fervently or heartily,eksoskulate
Quersprung,"In skiing, a jump-turn at right angles",kuersprunk
Sinuate,Having a wavy edge or margin; winding; sinuous,sinuate
Spatiotemporal,"Of, like or pertaining to time and space",spaxiotemporal
Climatography,Description of the climate of a region,klimatokraf
Issles,Sparks; embers,isles
Yahrzeit,Jewish remembrance of the first anniversary of someone's death,yarseit
Zinnia,Brightly coloured annual flower,sinia
Exenterate,To disembowel,eksenterate
