word,definition,pronunciation
Octothorp,Hash; pound sign,oktothorp
Gratis,Without charge; for free,kratis
Demulcent,Emulsifier; something soothing,temulsent
Floccilation,Fitful plucking at the bedclothes,floksilaxion
Limous,Muddy; slimy,limous
Rhathymia,Personality factor leading to optimism and cheerfulness,rhathmia
Dump,Obsolete English dance in 4/4 time,tump
Epicede,Funeral ode,episete
Habergeon,Sleeveless mail coat,haberjeon
Quindene,Fourteenth day after a holy festival,kuintene
Nebelwerfer,Six-barrelled rocket mortar,nebelwerfer
Robur,Hard-wooded oak,robur
Orthopraxis,Correct practice in religion,orthopraksis
Zanella,Mixed twilled umbrella fabric,sanela
Heptarchy,Government by seven people,heptarksh
Cephaligation,Placing of major organs and bodily functions in the head,sefalikaxion
Eftsoons,Soon after,eftsons
Primitiae,First fruits,primixiae
Graphomania,Obsession with writing,krafomania
Vespacide,Substance or person who kills wasps,fespasite
Washery,Location where industrial washing takes place,waksher
Horary,"Of, like or pertaining to an hour; continuing for an hour; hourly",horar
Vadose,"Of, like or pertaining to underground water above the water table",fatose
Nutricial,"Of, like or pertaining to nurses",nutriksial
Dysphemism,Replacement of an inoffensive by an offensive word,tsfemism
Trave,Crossbeam or space between crossbeams,trafe
Veridical,Veracious; genuine; truthful,feritikal
Glacis,A gentle slope in fortification,klasis
Gymnasiarchy,Government over a school or academy,jmnaksiarksh
Aerology,Study of the atmosphere,erolok
Hypermania,Severe mania,hpermania
Somniate,To dream,somniate
Isoseismal,Line connecting points of same earthquake intensity,isoseismal
Scriniary,Keeper of archives; archivist,skriniar
Forecome,To come early; to come before,forekome
Diacope,Rhetorical separation of a compound word by a third word; tmesis,xiakope
Hagiomania,Mania for sainthood,hajiomania
Withinside,On the interior of,withinsite
Eoan,"Of, like or pertaining to dawn",eoan
Colostrum,Mother's first milk,kolostrum
Salamandroid,Like a salamander; able to withstand fire,salamantroit
Sphragistics,Study of seals and signets,sfrajistiks
Nomistic,Based on law or a sacred book,nomistik
Nasal,Nosepiece of a helmet,nasal
Osteoclasis,Surgical breaking of a bone,osteoklasis
Adipocere,Fatty substance occurring in corpses left in moist areas,atiposere
Aby,To make amends; atone; pay a penalty,ab
Cetacean,"Type of aquatic mammal, including whales and dolphins",setasean
Sleech,Slimy mud; a mudflat,sleksh
Habilable,Capable of being clothed,habilable
Thelematic,"Of, like or pertaining to will or volition; voluntary",thelematik
Septemfid,Split into seven,septemfit
Hamulus,A small hook or hook-like process,hamulus
Edulcorate,To sweeten; to rid of soluble particles by washing,etulkorate
Jargonaut,One who uses excessive jargon,jarkonaut
Famulus,Private secretary or attendant,famulus
Aedoeology,Science of generative organs,etoeolok
Hypnomogia,Insomnia,hpnomojia
Rectalgia,Pain in the butt,rektaljia
Extrospection,Examination of matters external to oneself,ekstrospekxion
Calque,Word or expression introduced into a language by literally translating it,kalkue
Choga,Loose Afghan dressing-gown,shoka
Jiggery-pokery,Deceptive or manipulative humbug,"jijer,poker"
Stunsail,Light auxiliary sail to the side of principal sails,stunsail
Oligomania,Obsession with a few thoughts or ideas,olikomania
Prolate,Having flattened sides due to lengthwise elongation,prolate
Germanophilia,Love or fondness for Germany or the Germans,jermanofilia
Rillmark,Marking produced by water running down a bank or beach,rilmark
Figurant,Ballet dancer who dances only in groups,fikurant
Hesychastic,Keeping silence; soothing or quieting,heskshastik
Funebral,"Of, like or pertaining to a funeral",funebral
Suscept,Host of a parasite,sussept
Hyperdulia,Veneration of the Virgin Mary above saints and angels,hpertulia
Diplograph,Instrument for writing two lines of text at once,tiplokraf
Baize,Coarse napped cotton or wool fabric,baise
Queenite,A queen's partisan,kuenite
Factitive,Signifying making or causing something to be,faktitife
Vees,Soft earth in a crack or mining fissure,fes
Losel,Worthless fellow; scamp,losel
Macarism,A beatitude; taking pleasure in another's joy,makarism
Virgate,Rodlike; twiggy,firkate
Aliquant,Number dividing into another with a remainder,alikuant
Varus,Pigeon-toed,farus
Apsidal,Shaped like an apse,apsital
Lunate,Crescent-shaped,lunate
Cantillate,To chant or intone,kantilate
Encomiast,Person who utters encomiums; praiser,enkomiast
Digitiform,Shaped like a finger,tijitiform
Kyriolexy,The use of literal expressions,krioleks
Quadrifid,Split into four,kuatrifit
Frit,Material from which glass is made,frit
Purlicue,Curl or flourish in writing; summary of speeches,purlikue
Quicklime,Calcium oxide,kuiklime
Gal,Unit of acceleration of one centimeter per second per second,kal
Laniferous,Wool-bearing,laniferous
Abscissa,Horizontal distance from a fixed line to a point,abssisa
Zygal,"Formed like the letter H; of, like or pertaining to a yoke or union",skal
Irretiate,To ensnare; to trap in a net,irexiate
Geitonogamy,Pollination of a flower by another flower on the same plant,jeitonokam
Multiloculate,Many-chambered,multilokulate
Rowen,Second mowing of grass in the same season; aftermath,rowen
Edentate,Toothless; without teeth; pertaining to anteaters and sloths,etentate
Dennet,Light two-wheeled carriage,tenet
Epanastrophe,Device where end of one sentence is repeated as beginning of next,epanastrofe
Cachexic,Having an unhealthy physical or mental state,kaksheksik
Amice,Strip of fine linen worn as cloak or wrap by priest at mass,amise
Rullion,A rawhide shoe,rulion
Oryctography,Description of minerals; mineralography,orktokraf
Subsolar,Beneath the sun; between the tropics,subsolar
Zonulet,A small belt or girdle,sonulet
Syllabub,Anything frothy or insubstantial,slabub
Purfle,To ornament the edge of with embroidery,purfle
Excubant,On guard,ekskubant
Zoogeography,Study of geographic distribution of animals,sojeokraf
Lea,Arable land left fallow or used for pasture,lea
Italiot,Person of Greek descent dwelling in ancient Italy,italiot
Titivate,Dress up; spruce up,titifate
Cyprian,Lewd woman; prostitute,sprian
Ideogenous,Being of mental origin,iteojenous
Mehari,Camel used for racing,mehari
Endoscope,Instrument for visualizing interior of a hollow organ,entoskope
Homoiousia,Similarity but not identicality in substance,homoiouksia
Monotheletism,Belief that Christ had only one will,monotheletism
Ironice,Ironically,ironise
Otacoustic,Aiding hearing,otakoustik
Ornithon,Aviary,ornithon
Monoliteral,Comprising only one letter,monoliteral
Interstitial,"Of, like or pertaining to the space between things",interstixial
Contranatant,Swimming upstream,kontranatant
Cancerophobia,Fear of cancer,kanserofobia
Novenary,"Of, like or pertaining to the number nine",nofenar
Subluxation,State of being almost dislocated,subluksaxion
Ontogenesis,Origin and development of a single individual organism,ontojenesis
Quantulum,Small quantity,kuantulum
Pinder,One who impounds cattle,pinter
Outfling,Sharp retort or gibe,outflink
Herbescent,Growing like an herb,herbessent
Perron,Raised platform or terrace at an entrance door,peron
Ranarium,Place where frogs are kept,ranarium
Yuft,Russian leather,yuft
Falconet,Small variety of falcon,falkonet
Compellative,Indicating address or appellation; vocative,kompelatife
Epistoler,Reader of the epistle in Anglican service,epistoler
Saccade,Sharp lateral movement of the eye as it changes fixation,sakkate
Isotherm,Line connecting points of equal temperature,isotherm
Qawwali,Fervent Muslim devotional music,kawali
Catadromous,Migrating from fresh to salt water to spawn,katatromous
Urbicolous,Dwelling in cities,urbikolous
Aftershaft,Second shaft coming out of the quill of a feather,afterkshaft
Cyclometer,Instrument for measuring revolutions of a wheel,sklometer
Onomatophobia,Fear of hearing a certain word,onomatofobia
Neonaticide,Killing or killer of a newborn infant,neonatisite
Nidamental,Nest-forming,nitamental
Venerous,Lustful,fenerous
Deonerate,To disburden,teonerate
Lepidity,Facetiousness; wit,lepitit
Putanism,Lewdness in women; prostitution,putanism
Parthenolatry,Worship of the Virgin Mary,parthenolatr
Obduracy,Stubbornness; persistence,obturas
Mammer,To stammer; to waver; to be undecided,mamer
Encomium,Glowing and warmly enthusiastic praise,enkomium
Tootle,Nonsensical writing or speech,totle
Intervolve,To roll up or entwine with one another,interfolfe
Alannah,Term of endearment used with one's child,alana
Lanameter,Instrument for measuring quality of wool,lanameter
Wamus,Cardigan or jacket buttoned at neck and wrists,wamus
Objurgate,To chide; to scold; to rebuke,objurkate
Emys,Freshwater tortoise,ems
Polder,Piece of low-lying reclaimed land,polter
Intercostal,Between the ribs,interkostal
Monogoneutic,Having only a single brood or litter,monokoneutik
Sphairistic,Tennis-playing,sfairistik
Guiro,Serrated gourd scraped with stick to produce music,kuiro
Moucharaby,Projecting latticed window,mouksharab
Spumescent,Foamy; frothing,spumessent
Coteau,Uplands; higher ground of a region,koteau
Scission,Cutting; division; splitting,ssiksion
Keraunograph,Instrument for recording distant thunderstorms,keraunokraf
Hakenkreuz,Swastika,hakenkreus
Mil,Unit of 1/1000 inch used for measuring thickness of wire,mil
Landocracy,Government by the propertied class; timocracy,lantokras
Aversant,"In heraldry, with a hand turned towards the back",afersant
Parasuicide,Harmful act appearing to be an attempt at suicide,parasuisite
Toxiphobia,Fear of poison or being poisoned,toksifobia
Peotomy,Surgical removal of the penis,peotom
Magistral,"Of, like or pertaining to a master or teacher",majistral
Sumpsimus,Correct expression that replaces popular but wrong one,sumpsimus
Helcology,Study of ulcers,helkoloj
Rede,To counsel or advise,rete
Morient,Dying,morient
Pappus,Downy beginnings of a beard,papus
Ornithobiography,Life history of birds,ornithobiokraf
Suine,Mixture of margarine and lard,suine
Usageaster,Self-appointed and conservative language usage expert,usajeaster
Needlecord,Thinly ribbed cotton,netlekort
Faille,"Shiny closely woven silk, cotton or rayon fabric",faile
Allotheism,Belief in or worship of strange gods,alotheism
Sylviculture,Forestry,slfikulture
Guillemot,Narrow-billed Atlantic auk,kuilemot
Viator,Traveller; wayfarer,fiator
Homophyly,Resemblance due to common ancestry,homofl
Juvenescent,Becoming youthful,jufenessent
Metallography,Study of the structure and constitution of metals,metalokraf
Okapi,Short-necked giraffe,okapi
Tilde,"Mark indicating approximation or, over a letter, nasalization or palatalization",tilte
Caritive,Indicating lack of something,karitife
Addorsed,Turned back to back in heraldry,atorset
Multilocation,Appearance in many places simultaneously,multilokaxion
Onychophorous,Bearing nails or claws,onkshoforous
Ablaut,Variation in root vowel of words to change meaning,ablaut
Mythopoeic,Giving rise to myths,mthopoeik
Hackle,Comb for flax or hemp,hakle
Tesseract,Figure of a cube within a cube,teserakt
Zoic,"Of, like or pertaining to animals; containing evidence of life",soik
Laudanum,An opium preparation,lautanum
Flanerie,Idling; strolling about aimlessly,flanerie
Gybe,To swing a sail from one side to another,jbe
Whither,To what place,wither
Suni,Dwarfed southern African antelope,suni
Disinure,To render unfamiliar,tisinure
Recusant,One who refuses to attend Catholic church services; nonconformist,rekusant
Caparison,Armour for a horse,kaparison
Anomie,Condition of lacking accepted social values or standards,anomie
Nonpathogenic,Not causing disease,nonpathojenik
Spado,Castrated or impotent person or animal,spato
Bardocucullus,Hooded cloak worn by monks,bartokukulus
Eventration,Protrusion of an organ from the abdomen,efentraxion
Girasol,Fire-opal that glows like fire in certain light,jirasol
Xanthometer,Instrument for measuring colour of sea or lake water,santhometer
Yakow,Animal crossbred from male yak and domestic cow,yako
Monotheism,Belief in only one God,monotheism
Challis,"Soft lightweight silk, wool or cotton fabric",shalis
Graticulation,Division of design into squares when scaling,kratikulaxion
Tilth,Agricultural work,tilth
Urethroscope,Instrument for viewing the interior of the urethra,urethroskope
Puisne,Inferior in rank; later; junior,puisne
Bluestocking,Early feminist; educated or literary woman,bluestokink
Astrometeorology,Study of effect of stars on climate,astrometeoroloj
Zapateado,Latin-American dance with rhythmic tapping of the feet,sapateato
Phytopathology,Study of diseases of plants,ftopatholoj
Monotroch,Wheelbarrow,monotroksh
Loris,Large-eyed south Asian arboreal primate,loris
Neophobia,Fear of novelty,neofobia
Projectionism,Theory that some apparent qualities of reality are projections of the mind,projekxionism
Quinquennium,Period of five years,kuinkuenium
Kakorrhaphiophobia,Fear of failure,kakorhafiofobia
Eccaleobion,Incubator,ekkaleobion
Abusion,Misuse; outrage; deception,abuksion
Bridewell,House of corrections; jail,britewel
Hardihood,Boldness; audacity,hartihot
Surnominal,"Of, like or pertaining to surnames",surnominal
